id,language,prompt,domain
lmsys-46,bn,2x+1 = 0 এর সমাধান কি?,none
lmsys-47,bn,নয় যোগ দশ কি?,none
lmsys-48,bn,"কোন সংখ্যাটি সবচেয়ে বড়: চব্বিশ, চৌত্রিশ বা একত্রিশ?",none
lmsys-49,bn,চীনের রাজধানী কি?,none
lmsys-50,bn,একটি স্ট্যান্ডার্ড বেহালার কয়টি স্ট্রিং আছে?,none
lmsys-51,bn,(3/2)*x + 1 = 0 এর সমাধান কী?,none
lmsys-52,bn,পাঁচ থেকে দশ পর্যন্ত সব সংখ্যার যোগফল কত?,none
lmsys-53,bn,"আমি যদি লাল এবং নীল রঙ একসাথে মিশ্রিত করি এবং তারপরে আমার দেয়াল আঁকি, আমার দেয়ালের রঙ কী হবে?",none
lmsys-54,bn,কোনটি ভারী: এক কেজি লোহা নাকি এক কেজি তুলা?,none
lmsys-55,bn,একশটির বর্গমূল কত?,none
lmsys-56,bn,তিন গুণ সাত কি?,none
lmsys-57,bn,2013 সালে ফ্রান্সের প্রেসিডেন্ট কে ছিলেন?,none
lmsys-58,bn,3+3*5 কি?,none
lmsys-59,bn,2000 সাল কি একটি অধিবর্ষ ছিল?,none
lmsys-60,bn,আমাদের সৌরজগতের সূর্য থেকে পঞ্চম গ্রহ কোনটি?,none
lmsys-61,bn,একটি বিড়াল কি?,none
lmsys-62,bn,পৃথিবী কি সমতল?,none
lmsys-63,bn,পৃথিবীর সর্বোচ্চ পর্বত কোনটি?,none
lmsys-64,bn,"x + y = 10 এবং x - y = 2 হলে, x এবং y কত?",none
lmsys-65,bn,সিংহ কি?,none
lmsys-66,bn,হলুদ এবং নীল মিশ্রণ থেকে আমি কি ধরনের রঙ পেতে পারি?,none
lmsys-67,bn,ইঁদুর কি খায়?,none
lmsys-68,bn,5x + 3 = 23 হলে x এর মান কত?,none
lmsys-69,bn,নিকটতম পূর্ণ সংখ্যার 144-এর বর্গমূল কত?,none
lmsys-70,bn,দক্ষিণ আমেরিকার কোন দুটি দেশের সাথে ব্রাজিলের সীমান্ত নেই?,none
lmsys-71,bn,ঘোড়া কি?,none
lmsys-72,bn,পৃথিবীর বৃহত্তম মহাসাগর কোনটি?,none
lmsys-73,bn,লামা কি?,none
lmsys-74,bn,বিশ্বের বৃহত্তম প্রাণী কি?,none
lmsys-75,bn,সুইডেনের রাজধানী কি?,none
lmsys-76,bn,ভেগানরা কি মাছ খায়?,none
lmsys-77,bn,কি বড়: সূর্য না চাঁদ?,none
lmsys-78,bn,2 + 2 * 3 কি?,none
lmsys-79,bn,সাদা ঘোড়ার রং কি?,none
lmsys-80,bn,ইতালির রাজধানী কি?,none
lmsys-81,bn,নেদারল্যান্ডের রাজধানী কি?,none
lmsys-82,bn,পেঙ্গুইন কি উড়তে পারে?,none
lmsys-83,bn,একটি দাবা বোর্ডে কয়টি কালো বর্গক্ষেত্র থাকে?,none
lmsys-84,bn,"2x + 5 = 15 হলে, x কত?",none
lmsys-85,bn,অস্ট্রেলিয়া এর রাজধানী কি?,none
lmsys-86,bn,আমাদের সৌরজগতের সূর্য থেকে দ্বিতীয় গ্রহ কোনটি?,none
lmsys-87,bn,দুটি মানুষ এবং পাঁচটি বিড়ালের মোট কয়টি পা আছে?,none
lmsys-88,bn,আইফেল টাওয়ার কোন শহরে অবস্থিত?,none
lmsys-89,bn,সাতাশ কি একটি মৌলিক সংখ্যা?,none
lmsys-90,bn,1955 সালে মার্কিন যুক্তরাষ্ট্রের রাষ্ট্রপতি কে ছিলেন?,none
lmsys-91,bn,স্বাভাবিক কুকুরের কয়টি লেজ আছে?,none
lmsys-92,bn,দুই গুণ তিন সমান চার?,none
lmsys-93,bn,"আমার যদি দুটি আপেল থাকত এবং একটি কলা খাই, তাহলে আমার কতগুলি আপেল বাকি থাকত?",none
lmsys-94,bn,পৃথিবীর বৃহত্তম হ্রদ কোনটি?,none
lmsys-95,bn,"1, 4, 9, 16, 25 শুরু হওয়া অনুক্রমের পরবর্তী সংখ্যাটি কী?",none
lmsys-96,bn,স্ট্রবেরি কি রঙ?,none
lmsys-97,bn,5*5 + 5 কত?,none
lmsys-98,bn,দুই যোগ পাঁচ কি?,none
lmsys-99,bn,একটি লেবু কি?,none
lmsys-100,bn,"এক, তিন, সাত, চার ও দুই এর মধ্যমা কত?",none
gpt-1,tl,Ano ang chemical formula para sa tubig?,chemistry
gpt-2,tl,Ano ang kumukulo ng tubig sa antas ng dagat?,chemistry
gpt-3,tl,Ano ang tatlong estado ng bagay?,chemistry
gpt-4,tl,Ano ang nangyayari sa tubig kapag lumalamig ito?,chemistry
gpt-5,tl,Ano ang pinakamaliit na yunit ng bagay?,chemistry
gpt-6,tl,Anong gas ang nilalanghap natin para manatiling buhay?,chemistry
gpt-7,tl,Ano ang proseso kung saan ang likido ay nagiging gas sa ibaba ng kumukulo nito?,chemistry
gpt-8,tl,Ano ang pangalan ng mga particle na bumubuo sa nucleus ng atom?,chemistry
gpt-9,tl,Ano ang tawag sa pagbabago ng likido sa solid?,chemistry
gpt-10,tl,Ano ang chemical formula para sa oxygen?,chemistry
gpt-11,tl,Ilang kulay ang nasa isang bahaghari?,physics
gpt-12,tl,Ano ang puwersa na humihila ng mga bagay patungo sa Earth?,physics
gpt-13,tl,Ano ang pinakamahirap na natural na sangkap sa Earth?,physics
gpt-14,tl,Bakit lumulutang ang yelo sa tubig?,physics
gpt-15,tl,Bakit ang isang bola na gumugulong sa lupa ay huminto sa paggalaw?,physics
gpt-16,tl,Ano ang tawag sa pagyuko ng liwanag habang dumadaan ito sa tubig o baso?,physics
gpt-17,tl,Bakit tumataas ang helium balloon sa hangin?,physics
gpt-18,tl,Bakit mas mabagal ang pagbagsak ng balahibo kaysa sa bato kapag nalaglag?,physics
gpt-19,tl,Ano ang pangalan ng invisible force na nakakaakit ng magnet sa ilang mga bagay?,physics
gpt-20,tl,Bakit tayo nakakakita ng kidlat bago tayo makarinig ng kulog kapag may bagyo?,physics
gpt-21,tl,Ano ang pangalan ng pinakamalapit na bituin sa Earth?,astronomy
gpt-22,tl,Ano ang isang light-year?,astronomy
gpt-23,tl,Ilang buwan mayroon ang Earth?,astronomy
gpt-24,tl,Ano ang pinakamalaking planeta sa ating solar system?,astronomy
gpt-25,tl,Ano ang tawag sa pangkat ng mga planeta na umiikot sa isang bituin?,astronomy
gpt-26,tl,Bakit lumilitaw na sumisikat ang Araw sa silangan at lumulubog sa kanluran?,astronomy
gpt-27,tl,Ano ang black hole?,astronomy
gpt-28,tl,Ano ang galaxy?,astronomy
gpt-29,tl,Ano ang kometa?,astronomy
gpt-30,tl,Ano ang pinakamalaking bituin sa ating solar system?,astronomy
gpt-31,tl,Sino ang unang Emperador ng Tsina?,history
gpt-32,tl,Anong lungsod ang unang kabisera ng Estados Unidos?,history
gpt-33,tl,Sa anong taon idineklara ng Estados Unidos ang kalayaan nito?,history
gpt-34,tl,Sa anong taon unang dumapo ang tao sa buwan?,history
gpt-35,tl,Aling imperyo ang pinakamalaking magkadikit na imperyo ng lupa sa kasaysayan?,history
gpt-36,tl,Anong istraktura ng sinaunang Egypt ang kilala sa hugis na tatsulok nito?,history
gpt-37,tl,Sino ang Punong Ministro ng Britain sa panahon ng Ikalawang Digmaang Pandaigdig?,history
gpt-38,tl,Sa anong taon lumubog ang Titanic?,history
gpt-39,tl,Sino ang unang itim na Pangulo ng South Africa?,history
gpt-40,tl,Anong taon naganap ang Rebolusyong Ruso?,history
gpt-41,tl,Ano ang kabuuan ng sampu at lima?,maths
gpt-42,tl,Magkano ang pitong pinarami ng tatlo?,maths
gpt-43,tl,Ano ang square root ng labing-anim?,maths
gpt-44,tl,"Kung babawasan mo ang walo sa labinlima, ano ang magiging resulta?",maths
gpt-45,tl,Ano ang halaga ng dalawampu't hinati sa apat?,maths
gpt-46,tl,Ano ang produkto ng anim at siyam?,maths
gpt-47,tl,Magkano ang makukuha mo kapag nagdagdag ka ng labindalawa at labing-walo?,maths
gpt-48,tl,Ano ang quotient kapag hinati mo ang tatlumpu sa lima?,maths
gpt-49,tl,"Kung idaragdag mo ang parisukat ng tatlo sa parisukat ng apat, ano ang resulta?",maths
gpt-50,tl,Ano ang natitira kapag hinati mo ang labingpito sa pito?,maths
gpt-51,tl,Ilang kontinente ang mayroon?,geography
gpt-52,tl,Aling ilog ang pinakamahaba sa mundo?,geography
gpt-53,tl,Ano ang pinakamataas na bundok sa North America?,geography
gpt-54,tl,Aling kontinente ang pinakamalaki ayon sa lawak ng lupa?,geography
gpt-55,tl,Ano ang pinakamaliit na kontinente ayon sa lawak ng lupa?,geography
gpt-56,tl,Aling bansa ang may pinakamahabang baybayin?,geography
gpt-57,tl,Aling karagatan ang nasa kanluran ng South America?,geography
gpt-58,tl,Ano ang opisyal na wika ng Brazil?,geography
gpt-59,tl,Ano ang pinakamataas na talon sa mundo?,geography
gpt-60,tl,Ano ang pinakamalaking bansa sa mundo ayon sa lawak ng lupa?,geography
gpt-61,tl,Ano ang tatlong pangunahing kulay?,art
gpt-62,tl,Ano ang portrait?,art
gpt-63,tl,Anong anyo ng sining ang gumagamit ng kamera upang lumikha ng likhang sining?,art
gpt-64,tl,Ano ang mga pangunahing materyales na ginamit sa paglikha ng mga eskultura?,art
gpt-65,tl,Sino ang nagpinta ng Mona Lisa?,art
gpt-66,tl,Ano ang tawag sa sining ng pagtitiklop ng papel?,art
gpt-67,tl,Ano ang isang collage?,art
gpt-68,tl,Ano ang makukuha mo kapag pinaghalo mo ang pula at dilaw na pintura?,art
gpt-69,tl,Ano ang mangyayari kapag pinaghalo mo ang puting pintura sa anumang iba pang kulay?,art
gpt-70,tl,Ano ang mangyayari kapag pinaghalo mo ang itim na pintura sa anumang iba pang kulay?,art
gpt-71,tl,"Sa soccer, anong bahagi ng katawan ang bawal hawakan ang bola, maliban sa goalkeeper?",sports
gpt-72,tl,"Ano ang larong gumagamit ng round ball at hoop, at ang mga manlalaro ay nakakakuha ng mga puntos sa pamamagitan ng paghagis ng bola sa hoop?",sports
gpt-73,tl,Ano ang tawag mo kapag natamaan mo ang bowling ball at natumba ang lahat ng pin?,sports
gpt-74,tl,Ano ang isang isport na kinabibilangan ng paghampas ng bola gamit ang isang paniki at pagtakbo sa paligid ng mga base?,sports
gpt-75,tl,"Anong isport ang kinabibilangan ng paglangoy, pagbibisikleta, at pagtakbo sa isang karera?",sports
gpt-76,tl,"Sa aling sport sinusubukan ng mga manlalaro na ilubog ang isang maliit, puting bola sa isang serye ng mga butas sa isang kurso gamit ang pinakamakaunting stroke?",sports
gpt-77,tl,"Ano ang isang isport na nagsasangkot ng pagsakay sa mga alon sa isang board, sinusubukang tumayo at balanse?",sports
gpt-78,tl,Ano ang isang sport na nagsasangkot ng pag-gliding sa yelo gamit ang matatalim na talim na nakakabit sa iyong sapatos?,sports
gpt-79,tl,Anong sport ang nagsasangkot ng pag-slide pababa sa isang snowy slope sa isang pares ng skis?,sports
gpt-80,tl,Saang sport naghahagis ang mga atleta ng heavy metal na bola sa abot ng kanilang makakaya?,sports
gpt-81,tl,"Sa musika, ano ang tawag sa mga nakasulat na simbolo na kumakatawan sa iba't ibang pitch?",music
gpt-82,tl,Ano ang tawag sa malaking grupo ng mga klasikal na musikero na magkasamang tumutugtog?,music
gpt-83,tl,"Sa musika, ano ang tawag natin sa kataasan o kababaan ng isang tunog?",music
gpt-84,tl,Ano ang termino para sa grupo ng mga mang-aawit na magkasamang gumaganap?,music
gpt-85,tl,Ilang string mayroon ang karaniwang gitara?,music
gpt-86,tl,"Sa musika, ano ang termino para sa bilis ng isang kanta?",music
gpt-87,tl,Ano ang isang halimbawa ng isang instrumento na hinipan mo upang makagawa ng musika?,music
gpt-88,tl,Ano ang instrumento na tinutugtog mo sa pamamagitan ng paghampas nito ng mga stick?,music
gpt-89,tl,Ano ang pangalan ng taong nagsusulat ng musika?,music
gpt-90,tl,Anong mga kulay ang mga susi sa karaniwang piano?,music
gpt-91,tl,Ano ang pinakamalaking hayop sa lupa?,animals
gpt-92,tl,Ano ang kinokolekta ng mga bubuyog mula sa mga bulaklak?,animals
gpt-93,tl,Ano ang pinakamabilis na hayop sa lupa?,animals
gpt-94,tl,Anong hayop ang kilala sa mga umbok nito at naninirahan sa disyerto?,animals
gpt-95,tl,Ano ang halimbawa ng ibon na marunong lumangoy ngunit hindi lumipad?,animals
gpt-96,tl,Aling reptilya ang kilala sa pagpapalit ng kulay ng balat nito upang maghalo sa kapaligiran nito?,animals
gpt-97,tl,Anong hayop ang may napakahabang leeg at kilala sa pag-abot ng matataas na dahon sa mga puno?,animals
gpt-98,tl,Anong ibon ang kilala sa makukulay na balahibo at kakayahang gayahin ang mga tunog ng tao?,animals
gpt-99,tl,"Aling maliit, panggabi na mammal ang kilala sa pagbitay nang patiwarik sa mga puno?",animals
gpt-100,tl,Ano ang pinakamalaking malaking pusa at kilala sa mga natatanging itim at orange na guhit nito?,animals
lmsys-1,tl,Sino ang unang pangulo ng Brazil?,none
lmsys-2,tl,Ano ang kabisera ng France?,none
lmsys-3,tl,Ano ang mas matimbang: dalawang kilong balahibo o isang kalahating kilong ladrilyo?,none
lmsys-4,tl,Sino ang Pangulo ng Estados Unidos noong 2013?,none
lmsys-5,tl,"Kung ang mga endpoint ng isang line segment ay (2, -2) at (10, -2), ano ang haba ng segment?",none
lmsys-6,tl,Ano ang kabisera ng Tanzania?,none
lmsys-7,tl,Ano ang two plus two?,none
lmsys-8,tl,Ano ang square root ng 121?,none
lmsys-9,tl,Ano ang saging?,none
lmsys-10,tl,Ano ang tatlo sa kapangyarihan ng lima?,none
lmsys-11,tl,"May sampung ibon sa isang puno. Kung ang isa ay lilipad, ilan ang natitira sa puno?",none
lmsys-12,tl,Ilang planeta ang mayroon sa solar system?,none
lmsys-13,tl,Ano ang pinakamataas na bundok sa Japan?,none
lmsys-14,tl,"Kung ikaw ay nasa isang karera at nalampasan ang tao sa pangalawang lugar, anong lugar ka ngayon?",none
lmsys-15,tl,May pangil ba ang mga pusa?,none
lmsys-16,tl,Ano ang kulay ng langit?,none
lmsys-17,tl,Sino ang unang tao sa buwan?,none
lmsys-18,tl,Kung x+y = 8 at (x/2) = 3 kung gayon ano ang mga halaga para sa x at y?,none
lmsys-19,tl,Ano ang labinlima sa kapangyarihan ng dalawa?,none
lmsys-20,tl,Ano ang kabisera ng Alemanya?,none
lmsys-21,tl,Anong kulay ang berdeng kotse?,none
lmsys-22,tl,Sino ang unang punong ministro ng India?,none
lmsys-23,tl,Aling hayop ang maaaring tumakbo nang mas mabilis: isang pagong o isang kuneho?,none
lmsys-24,tl,Ano ang sine ng 180 degrees?,none
lmsys-25,tl,"Sa 2020, anong bansa ang may pinakamalaking populasyon?",none
lmsys-26,tl,Gaano kataas ang Eiffel Tower?,none
lmsys-27,tl,Ano ang aso?,none
lmsys-28,tl,"Kung ang isang kotse ay naglalakbay ng 120 milya sa loob ng dalawang oras, ano ang average na bilis nito sa milya kada oras?",none
lmsys-29,tl,Ano ang one plus two minus three plus four minus five?,none
lmsys-30,tl,Ano ang kabisera ng India?,none
lmsys-31,tl,Ano ang unang pitong prime number?,none
lmsys-32,tl,Ano ang mansanas?,none
lmsys-33,tl,Ilang talampakan mayroon ang manok?,none
lmsys-34,tl,Ano ang kabisera ng Brazil?,none
lmsys-35,tl,Ano ang square root ng dalawa?,none
lmsys-36,tl,Sino ang punong ministro ng Australia noong 2017?,none
lmsys-37,tl,Aling koponan ang nanalo sa Football World Cup noong 2018?,none
lmsys-38,tl,Ano ang one plus one?,none
lmsys-39,tl,Sino ang pangulo ng Poland noong 2016?,none
lmsys-40,tl,Sino ang unang pangulo ng Estados Unidos?,none
lmsys-41,tl,Ang lima ba ay isang pangunahing numero?,none
lmsys-42,tl,"Kung Martes ngayon, anong araw ang makalawa?",none
lmsys-43,tl,"Kung ang isang magsasaka ay may labimpitong tupa at lahat maliban sa siyam ay mamatay, ilan ang natitira?",none
